기사 제목,내용,링크
춤추는 로봇·인공 뇌…과학기술축제서 KAIST 기술 전시,한국과학기술원(KAIST)은 '2025 대한민국 과학기술축제'에 참여해 로봇·원자력 등 KAIST의 최첨단 연구 성과를 선보인다고 15일 밝혔다. 대전컨벤션센터(DCC)에서 진행되는 연구 성과 전시관인 '호기심 연구,https://n.news.naver.com/mnews/article/001/0015330118
"유니티, 개발자 컨퍼런스 '유나이트' 코엑스서 개막","유니티가 글로벌 개발자 콘퍼런스 '유나이트 서울 2025'를 15일 오전 10시 서울 강남구 코엑스에서 연다고 밝혔다. 유니티는 이 행사에서 다양한 사례 중심의 기술 세션과 최신 유니티 소식, 엔진 로드맵 등을 공유",https://n.news.naver.com/mnews/article/003/0013183599
"KB국민은행, 소상공인 정책자금대출 비대면 서비스 오픈",KB국민은행서 소상공인시장진흥공단 대리대출(일반 경영 안정 자금)을 비대면으로 신청할 수 있게 됐다. 15일 KB국민은행은 소상공인시장진흥공단과 체결한 업무협약에 따라 정책자금대출 신청부터 실행까지 비대면으로 이용할,https://n.news.naver.com/mnews/article/092/0002370619
LGU+-숭실대 ‘전체 수석’…“보안 분야 전문가 되겠다”,"LGU+, 숭실대 협력 개설…류태현 수석 입학 학비 무료, LGU+ 입사 기회 등 선택 이유 “보안 취약점 막고 고객 만족하는 서비스 만들 것” 숭실대학교 정보보호학과 정시 전형 전체 수석 류태현(19세) 씨. [L",https://n.news.naver.com/mnews/article/016/0002457237
"KT, LLM 플랫폼 수출",KT가 태국 자스민 그룹의 IT 전문 기업 JTS와 추진한 태국어 LLM 플랫폼 구축 프로젝트를 성공적으로 마무리했다고 15일 밝혔다. KT 직원들이 LLM 운영 관리 환경 'LLM 옵스'를 테스트하고 있다. 202,https://n.news.naver.com/mnews/article/001/0015330117
"KT, LLM 플랫폼 수출",KT가 태국 자스민 그룹의 IT 전문 기업 JTS와 추진한 태국어 LLM 플랫폼 구축 프로젝트를 성공적으로 마무리했다고 15일 밝혔다. KT 직원들이 LLM 운영 관리 환경 'LLM 옵스'를 테스트하고 있다. 202,https://n.news.naver.com/mnews/article/001/0015330115
"라온시큐어 컨소시엄, 양자내성암호 기반 개방형 의료 플랫폼 개발",라온시큐어 컨소시엄이 이끄는 '표준 의료 데이터 중계 플랫폼의 양자내성암호 전환'기술이 과학기술정보통신부와 한국인터넷진흥원(KISA)의 '2025년 양자내성암호 시범전환 지원사업' 의료 분야에 선정됐다. 라온시큐어는,https://n.news.naver.com/mnews/article/003/0013183596
"KT, LLM 플랫폼 수출",KT가 태국 자스민 그룹의 IT 전문 기업 JTS와 추진한 태국어 LLM 플랫폼 구축 프로젝트를 성공적으로 마무리했다고 15일 밝혔다. KT 직원들이 LLM 운영 관리 환경 'LLM 옵스'를 테스트하고 있다. 202,https://n.news.naver.com/mnews/article/001/0015330114
"놀유니버스, 해외응급케어 서비스 제공…'에어 앰뷸런스'까지",강은정 수습 기자 = 놀유니버스가 업계 최초로 에어 앰뷸런스 이송도 가능한 '해외응급의료 이·후송' 서비스를 해외 패키지 고객에게 제공 중이다. 놀유니버스에 따르면 인터파크 투어는 지난해 7월부터 '해외응급케어' 서,https://n.news.naver.com/mnews/article/003/0013183594
"라이너, 블라인드 공동창업자 김성겸 총괄 영입",인공지능(AI) 검색 스타트업 라이너는 15일 북미 사업 확장을 위해 블라인드 공동창업자 출신의 김성겸 총괄이사를 영입했다. 김 총괄은 미국 시장에서 블라인드 사업을 안착시킨 경험을 바탕으로 라이너의 글로벌 사업 강,https://n.news.naver.com/mnews/article/001/0015330107
"KT, 국내 최초 LLM 플랫폼 수출…태국 AI 인프라 구축",태국 IT 기업 ‘JTS’ 프로젝트 수행 LLM옵스·GPU 등 종합 인프라 구축 업스테이지와 태국어 전용 LLM 개발 KT 직원들이 태국어 LLM 플랫폼 구축 프로젝트에서 개발한 LLM 운영 관리 환경 ‘LLM 옵스,https://n.news.naver.com/mnews/article/016/0002457232
"케이뱅크, 통신3사 데이터 CSS에 도입",케이뱅크가 통신데이터를 활용한 대안신용평가 모형을 도입했다. 15일 케이뱅크는 대안통신평가모형 ‘이퀄(EQUAL)’을 도입해 통신데이터를 활용한 대안신용평가 고도화에 나섰다고 밝혔다. 이퀄은 KT·SK텔레콤·LG유플,https://n.news.naver.com/mnews/article/092/0002370616
"SK이노 E&S-JB금융-이너젠, PPA 전용 대출상품 출시","SK이노베이션 E&S가 JB금융지주, 탄소전문 컨설팅기업 이너젠과 손잡고 재생에너지 전력구매계약(이하 PPA) 확대를 통한 국내 기업의 RE100 이행 지원에 나선다. SK이노베이션 E&S는 지난 14일 SK서린사옥",https://n.news.naver.com/mnews/article/092/0002370614
"라이너, 블라인드 공동창업자 김성겸 영입…""글로벌 사업 강화""",글로벌 인공지능(AI) 검색 스타트업 라이너(Liner)가 블라인드 공동창업자 출신의 김성겸 총괄이사를 영입했다고 15일 밝혔다. 김 총괄은 라이너의 글로벌 유저 성장과 비즈니스 전략을 총괄한다. 김 총괄은 티몬 영,https://n.news.naver.com/mnews/article/003/0013183580
"삼성전자-UNDP, ‘제너레이션17’ 프로젝트 새 리더 선정","삼성전자와 유엔개발계획(UNDP)이 협력해 운영 중인 ‘제너레이션17’ 프로그램에 5명의 청년 리더가 새롭게 합류했다. 이번에 선정된 청년 리더는 해양·기후 보호 활동가인 인도네시아 출신 브리지타 구나완, 생물학자이",https://n.news.naver.com/mnews/article/082/0001321197
"원자력연, 美아르곤연과 차세대 원자력 연구개발 협력 확대","한국원자력연구원이 미국 에너지부 산하 아르곤국립연구소(ANL)와 원자력 기술협력 양해각서(MOU)를 체결하고, 선진 원자로 기술을 포함한 다양한 분야에서 원자력 연구개발 파트너십을 강화한다. 한국원자력연구원과 아르곤",https://n.news.naver.com/mnews/article/018/0005988052
경기 불황에 ‘1만원대’로 쏠린 눈…알뜰폰發 5G 요금제 ‘지각변동’,"올 2월 알뜰폰 가입자 965만명…주춤했던 알뜰폰, 올 들어 지속 증가세 20~30대 중심 ‘가성비’ 알뜰폰 선호도 높아져 금융권도 알뜰폰 사업 잰걸음…경쟁구도 변화 예고 서울 서대문구에 위치한 알뜰폰 스퀘어. [한",https://n.news.naver.com/mnews/article/016/0002457222
"""기내에서 인터넷 쓴다""...SKT 'T 기내 와이파이 자동 로밍' 출시",SK텔레콤은 SK텔링크와 'T 기내 와이파이 자동 로밍' 서비스를 출시했다고 15일 밝혔다. 'T 기내 와이파이 자동 로밍'은 고객이 탑승 전 서비스에 가입만 하면 별도의 인증 절차 없이 자동으로 기내 와이파이에 접,https://n.news.naver.com/mnews/article/008/0005180528
"‘싼 값’에 어려운 코딩도 척척…오픈AI, 새 AI 모델 GPT-4.1 공개",GPT-4o 후속 모델…코딩·지시수행↑·비용↓ 올트먼 “실 사용성 집중…개발자 반응 긍정적” 오픈AI와 챗GPT 로고 [로이터] [헤럴드경제=박혜림 기자] 챗GPT 개발사 오픈AI가 기존 챗GPT 대비 보다 저렴하면,https://n.news.naver.com/mnews/article/016/0002457220
SKB 'AI 셋톱박스' 레드닷 디자인 어워드 본상 수상,"SK브로드밴드는 지난해 출시한 'AI 4 비전' 셋톱박스가 '레드닷 디자인 어워드 2025' 프로덕트 디자인 부문에서 본상을 받았다고 15일 밝혔다. 2020년 AI 2 셋톱박스, 2021년 AI 사운드 맥스 셋톱박",https://n.news.naver.com/mnews/article/008/0005180525
"kt 밀리의서재, 독서 친화형 오프라인 서비스 '밀리 플레이스' 출시","kt 밀리의서재가 온·오프라인을 연결하고 독서와 공간, 사람을 이어주는 서비스인 ‘밀리 플레이스’를 새롭게 선보인다고 15일 밝혔다. 밀리 플레이스는 독서가 일상 속에 자연스럽게 스며들 수 있도록 기획된 독서 친화형",https://n.news.naver.com/mnews/article/014/0005335919
"딥엘, 포브스 'AI 기업 50' 2년 연속 선정",인공지능(AI) 기반 통·번역 플랫폼을 운영하는 딥엘이 포브스가 선정한 올해 'AI 기업 50(AI 50)' 리스트에 2년 연속 포함됐다고 15일 밝혔다. AI 50은 산업 전반에 걸쳐 AI를 활용해 실질적인 과제를,https://n.news.naver.com/mnews/article/003/0013183560
"""기내 와이파이 자동 로밍하세요""…SKT, 서비스 이용 절차 간소화",SK텔레콤은 SK텔링크와 함께 'T 기내 와이파이 자동 로밍' 서비스를 출시했다고 15일 밝혔다. 고객이 탑승 전 서비스에 가입만 하면 별도의 인증 절차 없이 자동으로 기내 와이파이에 접속할 수 있는 서비스다. 지난,https://n.news.naver.com/mnews/article/003/0013183558
SKB AI 셋톱박스 'AI 4 비전' 레드닷 디자인어워드 본상 수상,SK브로드밴드의 AI 셋톱박스 시리즈가 레드닷 디자인 어워드에서 3회 연속 본상을 수상했다. SK브로드밴드는 지난해 출시한 'AI 4 비전' 셋톱박스가 레드닷 디자인 어워드 2025 프로덕트 디자인 부문에서 본상을 ,https://n.news.naver.com/mnews/article/421/0008192671
"티맵모빌리티, 아태지역 모빌리티 생태계 확장한다",티맵모빌리티가 스마트 모빌리티 생태계를 확대하기 위한 글로벌 협력 기반을 강화한다. 14일 서울 중구 티맵모빌리티 본사에서 열린 티맵모빌리티-아코 테크- 브릿지 얼라이언스 3자 업무협약(MoC) 체결식에서 (왼쪽부터,https://n.news.naver.com/mnews/article/018/0005988038
"오픈AI 신규 AI 모델 'GPT-4.1' 공개…""코딩·문맥파악 탁월""",오픈AI가 14일(현지시간) 새로운 인공지능(AI) 모델 'GPT-4.1'과 경량화 버전인 'GPT-4.1 미니' 'GPT-4.1 나노'를 개발자용으로 공개했다. 새로운 모델은 오픈AI의 애플리케이션 프로그래밍 인터,https://n.news.naver.com/mnews/article/421/0008192668
눈 떠보니 '대잔류 시대'...요지부동 '핵심인재' 끌어오는 법,"불과 몇 년 전만해도 ‘대이직 시대’라 했는데, 눈 떠보니 ‘대잔류 시대’가 됐다. 많은 직장인들이 몸값을 높이는 수단으로 이직을 선택했었는데, 채용 한파가 불어닥치자 '최대한 현 직장에서 버티자'는 자세로 돌아섰다",https://n.news.naver.com/mnews/article/092/0002370613
"SK C&C, 씨앗 얼라이언스 간담회…""장애 청년 ICT 인재 양성""",SK C&C는 한국장애인고용공단 서울맞춤훈련센터·판교디지털훈련센터와 성남시 수정구에 위치한 판교디지털훈련센터에서 장애 청년 ICT 인재 양성을 위한 '2025년 씨앗 얼라이언스 간담회'를 개최했다고 15일 밝혔다. ,https://n.news.naver.com/mnews/article/003/0013183538
"엔비디아, 美에 AI 슈퍼컴 공급망 구축…삼성·SK도 대응 필요","엔비디아가 향후 4년간 약 5천억 달러(한화 약 700조원)를 들여 미국에 AI 반도체·슈퍼컴퓨터 양산 공장을 짓는다. TSMC·암코·폭스콘 등 주요 협력사들과 전체적인 공급망을 구축할 계획으로, 최근 자국 우선주의",https://n.news.naver.com/mnews/article/092/0002370612
"이노룰스, 미래에셋생명 차세대 시스템 구축 프로젝트 수주","이노룰스가 미래에셋생명보험(이하 미래에셋생명)의 ‘미래에셋생명 차세대 시스템 구축’ 프로젝트를 수주했다. 프로젝트는 23억 규모로, 이는 이노룰스의 전년도 매출의 약 10%에 해당한다. 이번 프로젝트는 미래에셋생명의",https://n.news.naver.com/mnews/article/138/0002194634
"KT밀리의서재, '밀리 플레이스' 출시…카페서 음료 할인·굿즈 제공","KT밀리의서재가 카페 음료 할인, 한정판 굿즈 등 오프라인 혜택을 제공하는 '밀리 플레이스' 서비스를 출시한다고 15일 밝혔다. 전국 40곳 제휴 카페를 시작으로 올해 100곳까지 확대 예정인 독서 친화형 오프라인 ",https://n.news.naver.com/mnews/article/003/0013183536
"SK브로드밴드 AI 셋톱박스 시리즈, ‘레드닷 디자인 어워드’ 3회 연속 수상","AI 셋톱박스, 프로덕트 디자인 부문 수상 음악 인식 성능·직관적 사용자 경험 높은 평가 SK브로드밴드가 지난해 출시한 ‘AI 4 비전 셋톱박스’ [SK브로드밴드 제공] [헤럴드경제=차민주 기자] SK브로드밴드는 자",https://n.news.naver.com/mnews/article/016/0002457212
"""500만원 아이폰 안돼""…애플, 中 생산중단에 인도·베트남 생산 안간힘","미국의 고율 관세 부과로 인해, 애플이 중국 중심의 공급망에서 벗어나기 위해 안간힘을 쏟고 있다. 다만, 업계는 수십 년간 축적된 중국 내 조립·부품 네트워크를 대체하는 일은 쉽지 않다고 지적하고 있다. 14일(현지",https://n.news.naver.com/mnews/article/138/0002194633
"삼성 턱밑 추격…애플, 1분기 출하량 10% 증가",올해 1분기 애플 아이폰 출하량이 지난해 같은 기간보다 10% 증가했다. 중국산 관세 폭탄 직격에 대비하기 위해서다. 14일(현지시간) 시장조사기관 IDC에 따르면 애플이 올해 1∼3월 5790만대의 아이폰을 출하한,https://n.news.naver.com/mnews/article/138/0002194632
"김승환 아모레퍼시픽 대표 ""3~5년 안에 美 생산시설 투자""",김승환 아모레퍼시픽 대표가 향후 3~5년 안에 미국 내 물류 및 모듈 제조 시설에 투자하겠다고 밝혔다. 이를 통해 빠르게 성장하는 미국 시장을 공략하겠다는 전략이다. 김 대표는 15일 블룸버그TV와의 인터뷰에서 “미,https://n.news.naver.com/mnews/article/092/0002370611
"[미장브리핑] 미국 車 관세 제외?…""불확실성 상존""",◇ 14일(현지시간) 미국 증시 ▲다우존스산업평균(다우)지수 전 거래일 대비 0.78% 상승한 40524.79. ▲스탠다드앤푸어스(S&P)500 지수 전 거래일 대비 0.79% 상승한 5405.97. ▲나스닥 지수 ,https://n.news.naver.com/mnews/article/092/0002370610
"휴먼컨설팅그룹, 'AI×HR R&D센터' 기업부설연구소 설립","휴먼컨설팅그룹(대표 박재현, 이하 HCG)이 'AI×HR R&D센터' 기업부설연구소를 설립하고, HR 분야의 AI 기술 혁신을 본격화한다고 15일 밝혔다. 이번 연구소는 'hunel R&D센터', 'talenx R",https://n.news.naver.com/mnews/article/092/0002370609
"최상목 ""반도체 지원 26조→33조원 확대…AI에 추경 1.8조 투입""","최상목 경제부총리 겸 기획재정부 장관은 15일 ""반도체 산업에 대한 지원을 33조원으로 대폭 확대하고, 재정도 2026년까지 4조원 이상 투입하겠다""고 밝혔다. 최상목 부총리는 이날 오전 정부서울청사에서 경제관계장관",https://n.news.naver.com/mnews/article/003/0013183526
"SKT·SK텔링크, '기내 와이파이 자동 로밍' 세계 최초 출시",SK텔레콤이 SK텔링크와 함께 'T 기내 와이파이 자동 로밍' 서비스를 선보인다. T 기내 와이파이 자동 로밍은 고객이 탑승 전 서비스에 가입만 하면 별도의 인증 절차 없이 자동으로 기내 와이파이에 접속할 수 있는 ,https://n.news.naver.com/mnews/article/417/0001070891
"리멤버, ‘초핵심 인재 확보 팁’ 푼다","리멤버앤컴퍼니(각자대표 최재호·송기홍)가 22일 서울 양재동 엘타워에서 'HR POWER SHIFT: 채용시장의 지각변동'이란 주제로, '제3회 HR 리더스 인사이트' 컨퍼런스를 개최한다. HR 리더스 인사이트는 H",https://n.news.naver.com/mnews/article/092/0002370608
"브이디컴퍼니-고암, 로봇 기반 건물관리 환경구축 MOU",브이디컴퍼니는 건물관리기업 고암과 ‘로봇 기반 스마트 건물관리 환경구축’을 위한 전략적 업무협약(MOU)를 체결했다고 15일 밝혔다. 지난 14일 서울 금천구 브이디컴퍼니 본사에서 열린 브이디컴퍼니와 고암 양사간 ‘,https://n.news.naver.com/mnews/article/018/0005988022
"[아침밥] 유진투자증권 ""AI 기업 비아이매트릭스, 매출 성장 예상""","머니S 증권전문기자들이 매일 아침 쏟아지는 증권사 리포트 중에서 가장 알찬 리포트의 핵심을 요약해 제공하는 '아침밥'을 통해 든든하게 성공투자를 시작하세요. 유진투자증권은 비아이매트릭스에 대해 ""향후 3년간 연평균 ",https://n.news.naver.com/mnews/article/417/0001070889
"식지 않는 지브리 열풍…챗GPT, 주간 신규 다운로드 1위",'지브리 밈' 인기가 식지 않는 가운데 챗GPT가 주간 모바일 앱 신규 다운로드 전체 1위 자리를 차지했다. 15일 아이지에이웍스의 모바일인덱스에 따르면 지난달 31일부터 지난 6일까지 일주일간 챗GPT 신규 설치는,https://n.news.naver.com/mnews/article/277/0005577938
‘대한민국 과학기술대전’ 16~20일 DCC에서 개최,"'2025 대한민국 과학기술대전'이 내일부터 오는 20일까지 대전컨벤션센터 제2전시관에서 개최합니다. '연구 속의 일상, 일상 속의 연구'를 주제로 열리는 이번 과학기술대전은 첨단 과학기술이 실생활에서 구현되는 과정",https://n.news.naver.com/mnews/article/056/0011931820
"커넥팅더닷츠 1Q 매출, 전년동기比 173%↑...""흑자 눈앞”",에듀테크 전문기업 커넥팅더닷츠가 올 1분기 실적 발표와 아이돌봄 영역을 넘어 반려동물과 시니어까지 아우르는 통합 돌봄 생태계 구축을 본격화한다고 15일 밝혔다. 2016년 9월 설립된 커넥팅더닷츠는 설립 이후 9년 ,https://n.news.naver.com/mnews/article/092/0002370607
"오픈AI, ‘개발자 최적화’ GPT-4.1 공개…코딩 성능 대폭 향상",챗GPT 개발사 오픈AI가 개발자를 위한 새로운 인공지능(AI) 모델 GPT-4.1을 14일(현지시간) 공개했다. 소형 모델인 GPT-4.1 미니와 GPT-4.1 나노도 함께 선보였다. GPT-4.1은 지난해 출시한,https://n.news.naver.com/mnews/article/032/0003363358
메타 반독점 재판 시작...인스타그램·왓츠앱 강제 매각 나올까,"미국 연방거래위원회(FTC)와 세계 최대 소셜미디어 기업 메타의 반독점 소송이 14일 시작됐다. 메타가 소셜미디어 업계의 강력한 경쟁자로 부상했던 인스타그램, 왓츠앱을 인수한 것이 시장 경쟁을 저해했는지 판단하는게 ",https://n.news.naver.com/mnews/article/023/0003899576
"SK C&C, ‘씨앗 얼라이언스 간담회’ 개최…장애 청년 ICT 인재 양성 돕는다","장애 청년 지원 민관 네트워크, 기업 15곳 참여 총 수료생 283명…90% ICT 전문가 취업 AI 기반 취업 역량 강화 커리큘럼 신설 SK C&C 사옥 전경 [SK C&C 제공] [헤럴드경제=차민주 기자] SK ",https://n.news.naver.com/mnews/article/016/0002457186
"[게시판] SK C&C, 장애 청년 인재양성 '씨앗 얼라이언스' 간담회","▲ SK C&C는 15일 판교디지털훈련센터에서 장애 청년 정보통신기술(ICT) 인재 양성을 위한 '2025 씨앗 얼라이언스 간담회'를 개최했다. 씨앗은 SK C&C가 한국장애인고용공단 서울맞춤훈련센터, 판교디지털훈련",https://n.news.naver.com/mnews/article/001/0015330010
"애플의 아픈 손가락 '이 제품', 이번엔 성공할까","애플이 ""공간컴퓨터""라 명명했던 '비전 프로 2세대'를 개발중이라는 보도가 이어지고 있다. 가격은 더 저렴하고, 무게도 더 가벼워질 것으로 보인다. 15일 맥루머스 등 외신에 따르면 애플은 3499달러(약 499만원",https://n.news.naver.com/mnews/article/014/0005335886
"엔비디아, 블랙웰·AI 컴퓨터 美 현지생산 착수…TSMC·폭스콘 거대 생태계 조성","엔비디아가 자사 인공지능(AI) 슈퍼컴퓨터를 미국 현지에서 직접 제조하는 독자 생태계 구축에 본격 착수했다. 글로벌 공급망 리스크와 미·중 갈등 심화, 그리고 최근 재점화된 미국발 관세 전쟁 속에서 AI 인프라의 전",https://n.news.naver.com/mnews/article/138/0002194630
“GD도 깜짝 놀랐다” 춤추는 로봇개…KAIST 첨단기술 직접 체험해본다,"- KAIST, 춤추는 마라토너 로봇, 뿌리는 탈모케어, 2025 과학축제 전시 헤럴드미디어그룹 주최로 이노베이트 코리아 2025가 지난 9일 오후 대전 유성구 카이스트 KAIST 류근철 스포츠 콤플렉스에서 열린 가",https://n.news.naver.com/mnews/article/016/0002457184
"어플라이드, 베시 지분 9% 매입…'하이브리드 본딩' 협력 강화",어플라이드 머티어리얼즈는 BE 세미컨덕터 인더스트리즈(베시) 주식 9%를 매입했다고 14일(현지시간) 발표했다. 양사는 지난 2020년 10월 싱가포르에 엑설런스 센터(CoE)를 공동 구축해 하이브리드 본딩 기술 공,https://n.news.naver.com/mnews/article/030/0003303306
"와이즈넛, 벡터검색 솔루션 출시.. 조달청 등록 완료",와이즈넛은 인공지능(AI) 검색 솔루션 서치포뮬러원 V7(Search Formula-1 V7)의 벡터 에디션을 출시하고 조달청 디지털서비스몰 정식 등록을 마쳤다고 15일 밝혔다. 와이즈넛은 이미 AI 검색 솔루션인 ,https://n.news.naver.com/mnews/article/014/0005335881
"네카오·구글, 외국인 관광객 명분 ‘지도 전쟁’…정밀해야 좋은 걸까","구글이 9년 만에 우리나라 고정밀 지도의 국외 반출을 정부에 요청한 가운데, 국내 토종 지도앱 사업자인 네이버와 카카오가 신규 서비스를 속속 출시하며 경쟁력 강화에 나섰다. 네이버는 14일부터 한 달간 한국을 찾는 ",https://n.news.naver.com/mnews/article/028/0002740931
"어니컴, 삼성생명과 'IMQA' 공급 계약 체결","어니컴(대표 이석호)은 삼성생명과 프론트엔드 성능 관리 솔루션 'IMQA' 공급 계약을 맺었다고 15일 밝혔다. 삼성생명은 업계 최대 전속 설계사 조직을 전문적으로 운영하는 생명보험사로, 국내 브랜드 파워와 안정적인",https://n.news.naver.com/mnews/article/030/0003303303
"""벌써 6G시대?"" 아태지역 주파수 '밀당' 시작됐다","정부가 오는 2027년 6세대(G) 주파수 대역 표준 채택을 앞두고 아시아·태평양 지역에서 홍보전에 본격 돌입했다. 아태 지역이 6G 주파수 표준 채택에 한 표를 행사할 수 있는데, 국내 산업계에 유리한 주파수가 선",https://n.news.naver.com/mnews/article/014/0005335871
"엔비디아, ‘100% 미국산 AI수퍼컴’ 만든다...관세 우려에 대미투자 발표","도널드 트럼프 미국 대통령의 ‘관세 전쟁’으로 불안감이 커진 가운데, 인공지능(AI) 반도체 업체인 엔비디아가 향후 미국에서 최대 5000억 달러(약 700조원) 규모의 AI 생산 인프라를 구축하겠다고 14일 밝혔다",https://n.news.naver.com/mnews/article/023/0003899573
"트럼프 상호관세로 비싸지는 실험장비…""고환율 더해 이중고""","미국 트럼프 정부의 상호관세 조치로 미국 연구개발(R&D) 장비의 생산 비용이 증가, 전반적인 가격 상승으로 이어질 거란 분석이다. 장비 생산에 필요한 유리 튜브, 반도체 기판, 정밀 분석장치 등 세부 부품은 중국·",https://n.news.naver.com/mnews/article/421/0008192537
"美 반도체 관세 태풍 임박…정부, '발등의 불' 추가 대책 고심","미국 정부의 반도체 관세가 본격화하자, 산업통상자원부는 범정부 차원에서 수립 중인 반도체 산업 지원 대책과 별도의 추가 대책 마련을 고심 중이다. 미국 정부가 반도체 관세 부과에 확고한 의지를 내비치고 있는 만큼 대",https://n.news.naver.com/mnews/article/003/0013183442
"애플, 1분기 아이폰 출하량 10% 증가···“관세 대비해 재고 비축”",애플의 올해 1분기 아이폰 출하량이 지난해 같은 기간보다 10% 증가한 것으로 나타났다. 14일(현지시간) 시장조사기관 IDC에 따르면 애플은 올해 1∼3월 5790만대의 아이폰을 출하했다. 이는 지난해 1분기 52,https://n.news.naver.com/mnews/article/032/0003363352
집 전화기 치운지 오래…'돈 안되는' 시내전화 사업 계속하는 이유,20세기 대표 통신수단으로 꼽힌 시내전화(PSTN)의 국내 회선 수가 이르면 올 상반기 1000만개 아래로 내려앉을 전망이다. 15일 과학기술정보통신부 유선통신서비스 회선현황에 따르면 지난 2월 전국 시내전화 회선은,https://n.news.naver.com/mnews/article/008/0005180489
"부산시-부산대, 양자 산업 육성 업무 협약","부산시는 부산대 양자 과학기술센터와 업무 협약을 맺고 양장 기술 연구와 산업 육성에 대한 협력 체계를 구축하기로 했습니다. 부산시는 양자 산업 연구 기반 확대와 인재 양성, 산업생태계 조성 등 3대 비전을 바탕으로 ",https://n.news.naver.com/mnews/article/056/0011931760
"티머니, 개인정보 유출…이름·이메일·주소·전화번호 피해 추정",티머니에서 대량 로그인 시도로 고객의 이름·이메일·주소·휴대전화 번호가 유출되는 사고가 발생했다. 15일 업계에 따르면 티머니는 지난 12일 자사 카드 웹사이트에 이 같은 개인정보 유출 안내문을 게시했다. 티머니에 ,https://n.news.naver.com/mnews/article/008/0005180486
엔비디아 0.20% 하락에도 반도체지수 0.31%↑ 4000 재돌파(종합),엔비디아가 0.20% 하락했음에도 반도체지수는 0.31% 상승해 4000포인트를 재돌파했다. 14일(현지시간) 뉴욕증시에서 반도체지수는 0.31% 상승한 4003.22포인트를 기록했다. 지난 주말 트럼프 행정부가 스,https://n.news.naver.com/mnews/article/421/0008192526
"""관세 맞기 전에 출하""…애플, 삼성과 점유율 격차 좁힌 이유",애플이 지난 1분기 글로벌 스마트폰 시장 점유율 1위인 삼성전자와의 격차를 바짝 좁힌 것으로 나타났다. 대(對)중국 관세에 대비해 제품 출하 속도를 높인 영향이다. 14일(현지시간) 시장조사기관 IDC에 따르면 애플,https://n.news.naver.com/mnews/article/015/0005119218
"메타의 태세 전환…""AI 학습에 유럽 이용자 콘텐츠 활용""","그간 EU 엄격한 규제에 신중…""구글과 오픈AI 선례 따른 것"" 김태종 특파원 = 페이스북 모회사 메타플랫폼(이하 메타)은 자사의 인공지능(AI) 모델 학습에 유럽 이용자들의 콘텐츠 및 자사 AI 챗봇인 메타 AI와",https://n.news.naver.com/mnews/article/001/0015329934
"오픈AI, 새 AI 모델 GPT-4.1 공개…코딩·지시수행↑·비용↓",챗GPT 개발사 오픈AI는 새로운 인공지능(AI) 모델 GPT-4.1을 14일(현지시간) 공개했다. 소형 모델인 GPT-4.1 미니(mini)와 GPT-4.1 나노(nano)도 함께 선보였다. GPT-4.1은 지난해,https://n.news.naver.com/mnews/article/030/0003303299
‘지브리 프사’ 열풍에 챗GPT 주간 앱 신규 다운로드 1위,‘지브리 프사’(프로필 사진) 열풍 속에 챗GPT가 주간 모바일 앱 신규 다운로드 전체 1위를 차지했다. 15일 아이지에이웍스의 모바일인덱스에 따르면 지난달 31일~지난 6일 챗GPT 신규 설치는 272만7599건으,https://n.news.naver.com/mnews/article/032/0003363348
"트럼프 일부 전자 기기 관세 면제, 인텔 3% 급등",트럼프 미국 행정부가 스마트폰 등 전자 기기 20종에 대한 관세 면제를 발표함에 따라 미국 최대 반도체 업체인 인텔의 주가가 3% 가까이 급등했다. 14일(현지시간) 뉴욕증시에서 인텔은 2.89% 급등한 20.31달,https://n.news.naver.com/mnews/article/421/0008192510
엔비디아 “美서 4년간 700조원 규모 AI 칩·슈퍼컴퓨터 생산”,엔비디아가 4년간 미국에서 최대 5000억달러(약 700조원) 규모 인공지능(AI)에 필요한 하드웨어를 생산하겠다고 밝혔다. 엔비디아는 14일(현지시간) 블로그를 통해 이같은 계획을 발표했다. AI에 필요한 하드웨어,https://n.news.naver.com/mnews/article/030/0003303298
"트럼프 만난 젠슨 황, 미국산 AI 슈퍼컴 만든다",엔비디아가 TSMC·폭스콘 등 대만 기업과 함께 향후 4년간 미국에서 최대 5000억 달러(약 711조 원)에 달하는 인공지능(AI) 하드웨어를 생산한다. 도널드 트럼프 미국 대통령과 젠슨 황 엔비디아 최고경영자(C,https://n.news.naver.com/mnews/article/011/0004474105
이재명도 띄웠던 '블록체인 게임'…생태계 확장 가능성과 한계는,위믹스가 최근 '거래 유의 종목 지정' 논란 정면 돌파에 나섰다. 블록체인 게임을 둘러싼 잡음이 끊이지 않음에도 게임업계가 블록체인 생태계 구축을 계속하자 그 가능성과 한계에 관심이 쏠린다. 위믹스 '상폐 위기' 넥,https://n.news.naver.com/mnews/article/421/0008192507
"이재명 ""AI에 100조 투자""…안철수 ""모르면 좀 가만히 있어라""",이재명 전 더불어민주당 대표가 대선 출마 선언 이후 첫 현장 행보로 인공지능(AI)칩 개발 업체인 퓨리오사AI를 방문했다. AI 분야 공약을 통해서는 AI 투자 100조 원 시대를 공언하고 한국형 챗GPT를 누구나 ,https://n.news.naver.com/mnews/article/011/0004474102
